CardID,CustomerID,CardType,CardNumber,IssuedDate,ExpirationDate
2995,3827,Credit,4331259546518,2022-01-02,2029-07-18
2996,485,Credit,4540623070243078822,2024-07-04,2028-04-18
2997,4108,Debit,4393566956662966,2021-04-23,2026-09-08
2998,456,Debit,676152384092,2024-12-27,2029-03-23
2999,3739,Prepaid,4757228415582289937,2024-05-29,2027-12-09
3000,769,Debit,3571984831214158,2025-04-23,2028-01-03
3001,2900,Debit,2649236811160384,2021-04-15,2027-09-05
3002,2201,Debit,4069747228101099,2023-06-15,2027-01-06
3003,3292,Credit,4241133879284313,2020-12-04,2028-10-30
3004,3972,Prepaid,6011241908779949,2020-10-30,2027-01-20
3005,4335,Prepaid,348915456089564,2023-01-29,2029-06-27
3006,2810,Credit,4055992894736937,2022-04-09,2028-05-19
3007,4674,Credit,3589231886243975,2021-04-22,2027-01-26
3008,3955,Debit,4683238331697567,2021-04-26,2028-03-25
3009,3319,Prepaid,3598197140752177,2024-02-29,2026-09-15
3010,4214,Prepaid,5382929678690824,2021-08-01,2027-06-13
3011,2656,Debit,2283885590737126,2023-01-29,2028-11-26
3012,3387,Debit,180081710434954,2023-12-30,2027-07-12
3013,1685,Credit,2223441151999748,2023-11-23,2027-09-28
3014,3911,Debit,180053686107518,2022-12-07,2028-07-17
3015,489,Prepaid,3569298346156489,2023-01-18,2027-12-09
3016,1299,Prepaid,6567456974538445,2022-08-04,2027-04-26
3017,3076,Debit,675952080306,2024-08-28,2028-10-02
3018,1315,Credit,180014857584687,2024-06-11,2026-07-13
3019,188,Credit,4652056385606,2022-11-12,2029-09-16
3020,4066,Credit,4742549711962317,2025-04-22,2029-07-24
3021,2206,Prepaid,3579356772673423,2024-10-01,2030-03-29
3022,4664,Debit,4416185210322342,2021-05-15,2026-11-21
3023,495,Debit,3543344212030217,2021-06-05,2027-11-14
3024,4998,Credit,6572206292159876,2024-10-27,2027-06-07
3025,207,Prepaid,4830789212756,2020-07-03,2030-01-08
3026,4644,Credit,502072247708,2024-09-16,2029-04-11
3027,1732,Prepaid,4051953651962276,2022-09-23,2029-09-30
3028,2795,Debit,4006522335688122,2021-12-23,2027-06-30
3029,1472,Credit,36948145731079,2021-06-23,2028-02-15
3030,115,Credit,3593719942920473,2020-09-30,2027-02-04
3031,2822,Prepaid,4143846499667,2024-07-05,2027-07-06
3032,1817,Prepaid,4611815081575460,2021-08-26,2027-10-31
3033,4405,Prepaid,36255293829139,2021-12-20,2027-08-19
3034,1413,Debit,3564026240300175,2023-12-15,2030-03-13
3035,2773,Credit,6011630305085712,2021-04-22,2029-05-29
3036,972,Prepaid,213184371592713,2022-01-02,2028-07-12
3037,387,Debit,4931308834720136400,2024-12-01,2028-03-02
3038,246,Prepaid,5425585047028929,2021-01-12,2028-10-30
3039,3404,Prepaid,180045790162744,2020-08-11,2028-08-30
3040,2159,Credit,4539067223465845015,2020-11-25,2029-05-30
3041,1965,Credit,4218483756056,2021-08-10,2027-04-19
3042,2527,Debit,3559202606487834,2022-05-25,2026-08-09
3043,3982,Credit,4902566770262831,2022-12-02,2029-06-13
3044,1493,Credit,4240818502546340030,2021-10-16,2028-07-23
3045,2375,Credit,213126981318542,2021-08-01,2028-03-21
3046,1413,Debit,639094131534,2023-04-12,2027-12-26
3047,1510,Prepaid,4805489126969660,2025-02-04,2027-02-10
3048,3813,Debit,4552187209826,2022-10-30,2028-01-20
3049,4223,Prepaid,180093587596831,2021-10-08,2028-10-02
3050,3031,Credit,3574730450235140,2024-06-09,2027-10-14
3051,4209,Credit,4224685111741377,2023-05-29,2026-06-07
3052,2652,Prepaid,4993989685562121,2023-01-07,2030-01-14
3053,790,Debit,378536883079227,2023-01-17,2026-12-07
3054,4344,Debit,4388046175757563,2021-01-08,2027-02-01
3055,108,Credit,213143417592145,2023-02-25,2029-06-15
3056,4027,Prepaid,4669828416526620,2021-10-05,2027-12-03
3057,1354,Debit,6579536340000695,2020-12-07,2028-10-14
3058,3757,Prepaid,213140418505100,2023-09-16,2026-06-10
3059,1588,Credit,3564178050287396,2022-09-07,2029-06-06
3060,4252,Debit,4543010341126,2025-04-01,2028-03-16
3061,4755,Debit,4931314466410,2021-06-05,2029-10-28
3062,1170,Debit,4503311794469226,2020-11-18,2027-05-25
3063,4898,Debit,38121981530801,2022-11-19,2029-12-01
3064,4667,Debit,5156482366149491,2021-04-04,2027-08-02
3065,3747,Debit,4667536175032557774,2020-09-19,2028-09-21
3066,1876,Prepaid,5295344901560297,2024-12-06,2027-07-15
3067,4267,Prepaid,4173195815163,2023-04-21,2027-03-22
3068,3693,Debit,377710330511659,2022-12-04,2028-09-02
3069,1456,Prepaid,213108847808015,2022-05-28,2029-06-06
3070,3920,Prepaid,3559789637512945,2024-08-01,2026-09-29
3071,2391,Credit,502091869060,2022-02-24,2026-06-17
3072,86,Prepaid,4570154254237,2024-09-09,2029-08-16
3073,124,Debit,566144368842,2022-07-07,2027-09-05
3074,2761,Debit,2266059366253780,2021-08-03,2027-11-25
3075,4695,Debit,213153373579416,2023-09-16,2029-07-19
3076,763,Prepaid,2341619028857911,2023-05-06,2028-10-02
3077,4062,Credit,2701258702320088,2022-09-15,2026-11-29
3078,2004,Debit,3544566898246977,2024-09-03,2028-04-09
3079,637,Credit,4855195692143,2024-08-29,2027-08-14
3080,763,Debit,213108921738674,2021-07-19,2027-09-11
3081,2527,Debit,30198004176810,2025-01-20,2029-02-01
3082,3912,Credit,4146649416425107,2022-07-19,2028-09-02
3083,4981,Prepaid,4192595898062748552,2022-07-12,2027-06-30
3084,4213,Prepaid,4496880413284943228,2025-02-23,2028-08-23
3085,379,Debit,30152898099158,2021-08-12,2028-08-18
3086,1668,Debit,30339595533064,2022-09-06,2029-04-26
3087,3221,Prepaid,373984554991707,2023-06-10,2030-01-31
3088,3152,Debit,180019138503182,2022-09-07,2027-04-20
3089,4603,Debit,213166662106741,2020-05-15,2027-06-29
3090,2520,Debit,4913215301490985,2023-10-23,2029-04-23
3091,622,Debit,3571388502168505,2023-07-24,2029-05-17
3092,4819,Credit,3510027253923155,2022-08-22,2027-04-28
3093,2949,Credit,30100140154404,2024-11-20,2026-11-14
3094,1059,Credit,676325120134,2022-07-16,2029-11-24
3095,2227,Debit,4395613408219694,2020-06-05,2028-09-20
3096,1229,Prepaid,4249751483123,2020-07-15,2030-04-03
3097,673,Credit,3521479894113208,2020-10-27,2027-01-05
3098,957,Debit,4900772128049340,2022-03-30,2027-12-30
3099,2065,Credit,342260052966485,2024-09-06,2027-11-27
3100,2444,Debit,3550391909067838,2024-04-19,2030-04-11
3101,71,Credit,3530413255545129,2024-09-20,2029-08-29
3102,2030,Prepaid,180027407326573,2023-12-13,2030-03-09
3103,1503,Debit,6500112063865229,2022-02-03,2028-10-12
3104,4104,Credit,4025931050428639,2022-08-09,2027-11-11
3105,4306,Prepaid,4222602777456,2024-10-19,2026-12-15
3106,3204,Prepaid,4497131335369083,2020-09-04,2028-09-10
3107,4351,Prepaid,6011604512682272,2021-03-30,2029-10-10
3108,1024,Credit,3599787274366130,2021-01-04,2028-11-17
3109,2757,Prepaid,4209335726674410,2025-04-17,2028-07-18
3110,3470,Debit,4382226380701681,2021-12-09,2026-06-05
3111,4119,Credit,345622299643051,2020-06-13,2029-05-08
3112,3880,Debit,4461253414619493,2022-08-02,2030-03-28
3113,3392,Debit,6011397945831612,2021-11-01,2028-04-25
3114,7,Credit,4927066765257319,2021-12-03,2029-05-02
3115,3566,Credit,3583835089850687,2024-04-03,2028-04-11
3116,3366,Credit,4967164987847354,2025-04-12,2029-05-17
3117,1738,Credit,30455301510517,2021-05-06,2029-04-22
3118,3988,Debit,30475944842846,2020-05-23,2030-04-22
3119,4809,Credit,4193869009683878,2020-12-09,2026-07-29
3120,4128,Prepaid,30499598047650,2024-12-06,2028-02-20
3121,1885,Debit,4426028169861142,2022-08-29,2028-07-05
3122,357,Prepaid,4144094513704,2021-10-20,2027-03-31
3123,1398,Credit,4252282595561185,2022-05-08,2029-12-23
3124,4263,Prepaid,3563849993276933,2023-05-17,2026-06-07
3125,1988,Debit,3565172548807658,2023-12-22,2029-10-27
3126,1707,Prepaid,2383298698403840,2022-10-17,2027-12-06
3127,1613,Prepaid,371555101877318,2023-02-11,2028-08-12
3128,821,Debit,60425438250,2024-01-26,2030-01-16
3129,3981,Debit,4241111924122522,2023-03-24,2026-11-11
3130,252,Debit,30448687640040,2022-01-10,2027-04-18
3131,2160,Credit,213177728241331,2021-06-08,2027-09-02
3132,914,Debit,340422894192728,2021-10-31,2028-10-04
3133,2653,Debit,6544984933003928,2022-08-06,2028-11-21
3134,1496,Prepaid,3516272405541042,2021-08-09,2028-08-31
3135,1334,Credit,3596198908536481,2022-03-25,2029-10-12
3136,888,Credit,3582663650324937,2021-07-12,2027-10-06
3137,700,Credit,4827481452615,2022-07-22,2027-08-31
3138,4478,Debit,4071257173663,2020-11-06,2027-12-13
3139,2827,Prepaid,38898857253184,2020-05-27,2027-12-07
3140,469,Prepaid,180089499917370,2023-09-06,2027-09-28
3141,746,Prepaid,3537954781926393,2021-03-04,2027-10-14
3142,1158,Credit,2293295119248134,2022-09-14,2030-01-04
3143,1793,Prepaid,4575657472455733471,2021-04-17,2027-12-17
3144,1825,Credit,3563970347174812,2022-10-03,2027-12-05
3145,4858,Prepaid,4337388278853152060,2023-05-12,2026-12-29
3146,2127,Credit,378499975629880,2022-03-18,2030-02-02
3147,4955,Prepaid,4118802325105658,2023-01-26,2026-11-11
3148,2738,Prepaid,30220964193039,2025-01-16,2028-08-12
3149,2567,Credit,30224464480128,2021-06-26,2027-01-28
3150,511,Prepaid,347406985379602,2024-06-12,2029-10-13
3151,1228,Prepaid,213173194673768,2024-07-14,2026-09-05
3152,3345,Debit,3573626957964904,2021-12-26,2027-12-15
3153,3868,Prepaid,378921584702741,2022-02-14,2028-09-08
3154,489,Debit,2296767550015542,2021-03-26,2029-02-09
3155,1468,Debit,3547097750399008,2023-09-27,2029-12-18
3156,4422,Prepaid,501822746142,2022-01-27,2026-10-14
3157,4535,Credit,4983624994510934972,2022-07-07,2026-10-16
3158,2874,Prepaid,4280415718976,2024-01-14,2028-12-13
3159,3770,Prepaid,30152341435744,2021-06-26,2027-12-19
3160,2569,Debit,3510108447266196,2021-05-16,2028-12-19
3161,3871,Prepaid,213197752545878,2023-11-08,2027-03-04
3162,1639,Debit,4120358415333440725,2022-03-31,2028-05-09
3163,4450,Credit,4611799084577626,2022-01-26,2029-09-24
3164,4612,Debit,4543573046966976,2023-09-19,2028-08-06
3165,4879,Debit,4763031202545988,2022-04-28,2028-08-28
3166,4643,Prepaid,4554612079395699,2024-08-14,2027-05-13
3167,2798,Debit,4067001842702,2024-10-10,2026-08-23
3168,4351,Debit,3510043172196823,2023-12-12,2027-10-25
3169,3769,Credit,4731599280518993,2021-06-22,2029-08-23
3170,4814,Prepaid,6011115993205335,2021-04-05,2027-04-02
3171,969,Debit,213172379468150,2025-04-08,2028-02-03
3172,2281,Credit,4141882858473,2024-05-02,2029-08-19
3173,4081,Prepaid,2239700201625914,2023-10-26,2028-11-24
3174,705,Debit,4967550924739408962,2024-01-12,2028-11-05
3175,3856,Credit,4395452099412742,2021-01-20,2026-11-22
3176,3266,Credit,3508248001914056,2021-10-30,2028-07-22
3177,1619,Credit,30387460493195,2022-12-09,2027-04-19
3178,1558,Credit,6011492038393933,2020-09-24,2028-01-09
3179,3711,Credit,2377004092448482,2021-06-15,2027-07-14
3180,3417,Prepaid,2505525208659005,2020-09-20,2028-05-22
3181,546,Debit,6536157191313830,2021-05-01,2027-09-26
3182,1241,Prepaid,4668873149538610501,2022-11-27,2027-03-29
3183,176,Debit,2251798854693620,2022-05-25,2027-05-15
3184,1947,Credit,6011106795027951,2021-12-03,2028-03-03
3185,3649,Prepaid,3516568324571089,2023-05-10,2026-07-26
3186,823,Credit,343479200756007,2023-02-14,2026-10-16
3187,3193,Credit,568022666552,2023-09-16,2029-05-23
3188,4632,Debit,213176031527352,2025-03-01,2028-05-06
3189,331,Credit,60470182936,2024-09-14,2027-12-24
3190,4958,Credit,639042895552,2024-09-23,2029-10-27
3191,4754,Prepaid,4137388258804,2024-06-18,2029-05-11
3192,1135,Credit,676198309459,2021-05-04,2027-05-12
3193,3433,Debit,3514590670984924,2022-12-29,2026-10-04
3194,527,Credit,6576564247725019,2024-03-17,2027-02-03
3195,3089,Debit,6505890513371915,2022-06-05,2027-04-13
3196,2278,Credit,180046294270926,2024-12-03,2027-11-25
3197,4365,Credit,2720551341956677,2022-08-06,2027-08-20
3198,4344,Prepaid,5142087780094327,2025-01-30,2027-11-22
3199,3550,Credit,4381404462851663,2020-10-03,2029-03-12
3200,4479,Prepaid,3543312470431419,2021-10-20,2028-07-06
3201,4590,Prepaid,4504802410914111982,2020-07-23,2027-11-05
3202,413,Credit,3559974499976673,2023-12-06,2030-05-08
3203,4477,Prepaid,630481596967,2022-05-15,2027-12-21
3204,3632,Debit,4221770614787003,2022-07-01,2028-08-16
3205,2089,Credit,3584898335946146,2022-10-20,2028-03-11
3206,3391,Credit,4204670488842481,2022-10-11,2028-01-28
3207,4323,Credit,3549540687144474,2024-12-25,2028-11-22
3208,3897,Credit,370040026078491,2021-08-17,2029-09-06
3209,671,Debit,3518430794570075,2024-08-17,2027-12-15
3210,2464,Prepaid,4878335666024277054,2024-05-13,2028-10-19
3211,1003,Prepaid,4716978556529141,2020-06-06,2029-10-08
3212,3337,Prepaid,30257928898733,2021-04-25,2029-03-19
3213,554,Credit,4251631829493865,2024-06-06,2029-05-01
3214,3152,Debit,4270754079159366308,2021-09-02,2030-03-11
3215,2647,Debit,4325433131700,2023-07-10,2027-12-19
3216,2360,Prepaid,6011533366453375,2024-06-12,2028-06-19
3217,4329,Debit,378567267263392,2020-08-11,2027-05-27
3218,3501,Prepaid,38859424518582,2024-01-01,2027-07-19
3219,74,Debit,3571717530311226,2024-02-09,2029-04-18
3220,4309,Debit,3583791469335593,2020-07-29,2027-08-12
3221,2579,Prepaid,6556725714844740,2023-12-15,2028-02-13
3222,1692,Prepaid,3527622303222102,2022-06-07,2029-10-04
3223,2952,Credit,4731841558582347,2023-03-31,2028-01-02
3224,1324,Prepaid,4952869735498832,2021-01-18,2028-07-21
3225,4205,Prepaid,4865950655392001,2025-03-06,2026-07-03
3226,4367,Prepaid,574814311662,2023-02-10,2029-05-20
3227,1392,Prepaid,676276942684,2020-10-13,2026-11-28
3228,1639,Credit,4687413354887207,2021-08-06,2027-04-15
3229,1079,Credit,4806931971002,2024-10-11,2029-01-04
3230,4560,Debit,3538230079808919,2023-09-22,2027-08-10
3231,1413,Debit,378701335484314,2023-02-14,2027-01-27
3232,3780,Credit,5254687927076410,2022-03-11,2028-12-09
3233,4976,Credit,4508128713053111194,2020-12-10,2029-11-28
3234,1177,Prepaid,344687744695627,2022-07-18,2026-08-01
3235,1999,Credit,30389272468746,2024-04-28,2027-06-20
3236,1908,Prepaid,4827820581403731671,2023-10-21,2026-06-22
3237,86,Debit,38665751522000,2021-05-21,2029-04-03
3238,3056,Prepaid,4456349270179924,2020-05-18,2029-02-09
3239,608,Credit,4996493551181113,2022-02-27,2029-04-21
3240,490,Prepaid,4304868290984,2022-01-14,2027-08-05
3241,1069,Prepaid,4741521432893668,2022-05-27,2026-08-17
3242,2170,Debit,341748009024789,2021-07-10,2028-12-30
3243,4309,Debit,3589032017642683,2023-12-26,2030-01-23
3244,3477,Debit,4423445184427,2023-05-02,2028-10-21
3245,3273,Debit,3555285518166061,2023-11-06,2026-08-22
3246,4195,Prepaid,4812582398040870,2020-12-01,2027-02-07
3247,2424,Debit,213144435903611,2021-05-23,2027-03-10
3248,3156,Prepaid,5529091321748899,2020-07-19,2029-07-15
3249,2724,Prepaid,3514685574209186,2021-05-26,2027-09-01
3250,4811,Debit,347693021501279,2020-08-28,2028-05-27
3251,876,Debit,6011514931161420,2021-02-27,2029-11-02
3252,1280,Credit,4058929622707381,2024-10-12,2030-04-16
3253,3668,Credit,180090650258596,2020-07-14,2030-01-03
3254,4561,Prepaid,180045910632709,2021-04-15,2028-12-16
3255,102,Credit,4242526540991977,2024-09-25,2028-01-24
3256,91,Debit,4431339212865,2023-01-22,2028-05-12
3257,3499,Credit,4641786642800701,2022-09-11,2029-12-12
3258,2499,Debit,213104164258835,2020-05-20,2027-11-02
3259,1388,Prepaid,502081547320,2025-03-12,2026-09-10
3260,4983,Credit,38086778497334,2022-06-29,2028-05-21
3261,1440,Credit,4643728026207,2024-08-26,2027-03-08
3262,3333,Credit,346639423886827,2023-07-19,2029-08-18
3263,1472,Prepaid,2415489325160638,2024-05-06,2029-08-30
3264,4239,Debit,377427265564377,2021-01-30,2029-07-14
3265,377,Debit,2453551366570562,2022-07-14,2027-10-22
3266,4900,Credit,4876576708324,2025-03-29,2028-11-13
3267,3390,Prepaid,180046818813771,2022-01-18,2027-11-17
3268,4667,Debit,2713043864845106,2024-02-28,2027-01-20
3269,253,Debit,373072040554840,2021-09-29,2030-01-16
3270,3228,Credit,6011579086810576,2023-02-20,2027-10-08
3271,4639,Prepaid,4037613487344086,2022-11-09,2029-01-17
3272,135,Credit,4784454905154074112,2023-01-25,2029-09-05
3273,1417,Prepaid,3501477916300948,2022-02-15,2027-10-09
3274,2108,Credit,4009898850298928,2023-03-09,2028-08-18
3275,2963,Prepaid,348903802754370,2020-09-13,2027-08-18
3276,4679,Debit,4103188471013608,2020-09-30,2030-05-06
3277,4341,Prepaid,180013182553474,2021-12-31,2029-04-08
3278,2774,Credit,2269733359911524,2022-12-26,2027-11-06
3279,4185,Credit,3599362750006012,2024-01-15,2029-12-05
3280,3549,Prepaid,4381071338366158,2020-11-14,2030-02-12
3281,4791,Credit,2430968210083634,2023-12-15,2029-02-02
3282,4969,Credit,4269707896756,2024-04-09,2026-06-15
3283,2609,Debit,4163894160360997442,2022-07-18,2029-05-11
3284,572,Debit,501826818509,2023-03-05,2026-07-02
3285,3764,Debit,4566033597897486,2023-04-09,2027-12-17
3286,1284,Prepaid,4919475507011362578,2025-03-24,2027-07-21
3287,479,Credit,6011097501800650,2020-07-11,2029-02-17
3288,2010,Credit,4718175983355715,2021-06-11,2027-03-04
3289,2413,Prepaid,180069325757075,2023-11-03,2027-08-16
3290,3189,Credit,4335263629825250,2021-01-24,2026-11-03
3291,3434,Prepaid,30204488639081,2024-12-23,2029-10-24
3292,183,Credit,3538086478952934,2023-01-23,2028-11-13
3293,3521,Debit,4448908452258854,2024-01-28,2030-02-15
3294,2018,Debit,4800342106993,2023-01-11,2028-05-12
3295,3470,Credit,4059014703110786,2023-05-20,2027-07-15
3296,3344,Credit,4117388263255848073,2024-09-03,2026-12-31
3297,3063,Prepaid,4563899292432442341,2022-12-10,2028-03-15
3298,3320,Debit,341340133532612,2021-01-03,2030-01-20
3299,4478,Credit,585667742928,2022-09-07,2029-11-16
3300,2446,Prepaid,347901400186624,2025-02-01,2028-02-21
3301,56,Prepaid,6586494194106914,2020-11-16,2026-08-28
3302,3961,Prepaid,3587655075975728,2023-10-07,2027-12-13
3303,2568,Debit,36369314192110,2023-10-12,2029-03-10
3304,416,Debit,6011771352560205,2020-10-15,2029-04-09
3305,2533,Debit,375942956191373,2024-01-19,2027-02-18
3306,1383,Credit,30478453288385,2020-07-31,2030-02-18
3307,3952,Credit,3565128152096145,2022-12-20,2029-12-22
3308,2926,Debit,6011150358773429,2023-05-05,2026-06-25
3309,2248,Prepaid,4772714156560332980,2023-09-22,2027-04-23
3310,646,Debit,4488853067314497,2022-08-12,2028-10-17
3311,865,Prepaid,630459830018,2024-09-03,2027-12-24
3312,1114,Prepaid,4815629303051422,2020-05-15,2028-12-22
3313,1836,Prepaid,3517654207122999,2021-09-01,2028-12-14
3314,4072,Credit,3510446502429634,2025-01-10,2028-05-02
3315,451,Prepaid,5400835300360975,2023-07-02,2029-03-09
3316,3241,Credit,4564838826430947,2022-04-21,2028-02-10
3317,942,Debit,3566200275004170,2024-11-04,2027-04-03
3318,3736,Debit,30353456040861,2024-10-27,2029-05-23
3319,2557,Debit,2456631589547683,2023-09-22,2028-04-18
3320,4723,Credit,4842455339250,2020-08-30,2026-10-23
3321,1190,Debit,6011437994429346,2020-09-25,2028-02-28
3322,204,Credit,4004321728230549,2023-09-12,2027-01-05
3323,1755,Debit,30586757276532,2023-07-21,2030-05-11
3324,3115,Prepaid,4832934924197516,2020-08-07,2030-02-09
3325,4802,Prepaid,377411878497316,2023-10-19,2027-12-25
3326,4358,Credit,2714933073338464,2020-07-10,2028-03-13
3327,1552,Prepaid,502021526384,2023-09-13,2028-02-27
3328,1879,Debit,4489216386370237,2022-11-17,2030-01-31
3329,3521,Credit,4941982701030,2021-03-20,2028-03-24
3330,4532,Prepaid,213103510348290,2024-11-01,2027-01-31
3331,2285,Prepaid,4643256655492,2021-04-22,2026-09-11
3332,3981,Debit,180055593328483,2022-01-15,2026-11-01
3333,844,Prepaid,60436766343,2022-07-18,2029-04-16
3334,4263,Prepaid,676327677305,2022-07-14,2026-07-07
3335,4638,Debit,180008820449739,2023-08-16,2028-09-26
3336,1575,Credit,3561300576751837,2022-03-16,2027-05-20
3337,4399,Credit,4374895524567523735,2024-09-04,2027-04-14
3338,4007,Credit,675917015397,2022-03-10,2028-08-23
3339,647,Prepaid,3506534590940285,2021-08-24,2027-12-27
3340,2584,Credit,30142859500047,2021-03-18,2028-12-31
3341,212,Debit,3550686597006505,2022-06-27,2027-11-29
3342,4087,Credit,4345792910498235,2020-09-11,2028-05-06
3343,3520,Credit,3564948196508958,2021-03-12,2029-05-31
3344,2981,Debit,3595755915905834,2024-04-06,2029-04-29
3345,4215,Debit,38238310141371,2022-10-20,2029-04-13
3346,248,Credit,30061494624642,2025-04-08,2029-09-25
3347,130,Credit,4945140947130500,2020-06-25,2028-12-26
3348,2207,Credit,3536234147509360,2023-07-23,2027-09-19
3349,1981,Credit,180064273932655,2024-03-24,2030-05-10
3350,4394,Debit,340684834367542,2024-04-21,2029-08-06
3351,526,Debit,180049622134632,2024-02-14,2027-01-20
3352,2127,Prepaid,676254536839,2024-04-21,2029-10-21
3353,914,Prepaid,3568645803072370,2021-02-11,2027-09-25
3354,1659,Debit,3511154114131205,2022-02-10,2026-07-06
3355,3848,Debit,6011233137542271,2020-11-12,2029-05-15
3356,1995,Prepaid,4010987681986525,2022-02-08,2026-07-20
3357,858,Prepaid,4938158297457190428,2025-01-21,2027-06-05
3358,2963,Prepaid,4236276171887,2023-04-07,2026-09-29
3359,1213,Prepaid,5513728325179245,2021-05-18,2027-03-21
3360,953,Debit,213145022077917,2021-08-03,2029-06-01
3361,1909,Prepaid,30147345013059,2023-01-15,2030-04-10
3362,1798,Debit,3529720920145157,2021-11-19,2027-04-18
3363,1490,Debit,503865201753,2025-01-14,2028-09-10
3364,3968,Credit,3547658351736961,2024-05-19,2029-12-07
3365,49,Debit,38021311586053,2020-06-28,2028-11-25
3366,2006,Prepaid,374167197346344,2021-01-23,2029-09-27
3367,2129,Debit,4786750660110,2022-01-20,2029-04-03
3368,2396,Credit,4718432903667866087,2023-04-30,2026-12-24
3369,1627,Debit,4834582089544,2025-03-12,2027-11-06
3370,4151,Debit,4897644554326,2021-10-09,2028-07-24
3371,507,Credit,30001446735591,2022-02-22,2029-11-23
3372,4051,Prepaid,213167368380192,2025-03-26,2028-06-15
3373,4294,Credit,3587497901993546,2024-05-13,2029-10-28
3374,2571,Prepaid,4675369396425642,2023-05-21,2029-08-31
3375,1338,Debit,579046060748,2024-05-28,2027-05-07
3376,1784,Debit,4848156491548,2021-03-22,2029-05-05
3377,4183,Credit,345688942351715,2022-10-09,2026-07-23
3378,514,Prepaid,4568180420988016675,2022-12-06,2030-04-01
3379,4508,Debit,6011140193800628,2021-10-27,2029-01-09
3380,2642,Prepaid,4922014106885,2021-12-31,2029-12-25
3381,1721,Debit,502078783581,2023-03-15,2029-08-30
3382,3905,Debit,5515715929578425,2022-07-06,2027-08-01
3383,3081,Debit,5132909619520812,2023-10-03,2028-12-01
3384,746,Credit,6513875282968611,2023-10-19,2027-08-14
3385,928,Debit,501830852031,2023-07-28,2030-03-13
3386,2743,Prepaid,180029489367616,2020-06-24,2028-11-11
3387,2083,Prepaid,676147360496,2023-09-12,2029-09-24
3388,4996,Debit,30500695262678,2024-11-13,2026-07-29
3389,3388,Credit,3524054518927007,2022-03-13,2027-02-17
3390,4481,Prepaid,180036050745039,2021-08-24,2028-09-16
3391,531,Debit,4868071842906103,2022-08-06,2029-02-01
3392,2392,Prepaid,373665940199200,2021-08-21,2029-06-08
3393,2548,Prepaid,3588580085490741,2023-06-06,2027-01-08
3394,1561,Debit,343886006963902,2020-08-13,2029-05-24
3395,3088,Credit,3570341491497253,2021-11-03,2026-08-27
3396,733,Credit,4494327061993459,2020-11-27,2028-05-01
3397,1533,Debit,4294860388921979,2024-01-16,2027-03-13
3398,500,Debit,3585501887096943,2021-01-27,2029-06-20
3399,3459,Credit,348515078267422,2023-07-02,2029-12-10
3400,4011,Debit,4333806453403910662,2022-11-10,2030-04-23
3401,4496,Debit,4389680473207902,2020-06-13,2028-04-09
3402,3947,Debit,2702360524626657,2021-05-27,2029-09-23
3403,409,Credit,3556401505541542,2023-05-22,2026-05-17
3404,3858,Credit,4102251287059800,2021-12-15,2027-04-15
3405,2600,Prepaid,180019620676934,2022-07-30,2029-09-21
3406,361,Prepaid,3587859296405396,2021-05-01,2029-07-29
3407,2442,Credit,4101072732535843,2020-09-10,2026-07-06
3408,1045,Debit,4709721591644049,2024-01-20,2027-08-10
3409,4063,Prepaid,3587393629475223,2022-06-25,2027-04-14
3410,2584,Prepaid,3542213043761087,2023-05-19,2028-10-10
3411,2381,Credit,5288382977905250,2024-07-15,2027-08-14
3412,3326,Credit,180039787611201,2022-05-06,2028-05-10
3413,500,Prepaid,213112738553771,2021-02-28,2027-07-23
3414,4024,Credit,3547947960679146,2024-07-12,2028-08-07
3415,3388,Prepaid,676324734117,2024-10-28,2027-09-19
3416,2752,Credit,6011839450724633,2021-06-11,2028-11-17
3417,2451,Prepaid,639064738755,2024-03-17,2027-12-20
3418,4585,Prepaid,3567124090802411,2025-02-22,2029-12-20
3419,1162,Prepaid,4800607275798,2023-03-15,2026-12-31
3420,388,Credit,570371450893,2021-08-04,2026-06-07
3421,3482,Credit,180081037504802,2024-06-16,2029-11-12
3422,1818,Credit,6599504452889756,2023-02-13,2028-03-15
3423,2204,Debit,4216681932304784,2023-10-22,2029-03-11
3424,2556,Debit,6011658022985153,2022-02-20,2027-11-05
3425,335,Debit,3500316889448063,2024-03-09,2029-07-27
3426,2765,Prepaid,676320523084,2022-04-13,2027-03-24
3427,3689,Prepaid,213159347738970,2021-07-04,2027-07-27
3428,4046,Prepaid,4808035479924,2025-01-01,2026-11-13
3429,3184,Credit,4238405162899931,2023-09-17,2027-09-08
3430,4298,Debit,4581685649391395,2021-10-09,2029-11-11
3431,329,Credit,2274782718244245,2020-09-21,2028-05-16
3432,2101,Debit,340654875466479,2022-11-08,2026-12-19
3433,3331,Prepaid,3581399692269613,2022-01-08,2027-10-30
3434,357,Debit,3547997387130595,2020-07-11,2029-06-27
3435,1099,Debit,4943839255364286,2024-10-20,2027-06-14
3436,1690,Credit,377423418804240,2025-02-17,2027-06-23
3437,1807,Prepaid,343806738393913,2024-04-03,2028-09-23
3438,2315,Prepaid,4939028723863341277,2022-06-30,2030-03-16
3439,3522,Debit,213148118245133,2022-07-18,2028-05-09
3440,1261,Credit,180088704696027,2024-09-20,2028-05-23
3441,4384,Prepaid,2714054335685962,2024-03-04,2028-03-03
3442,3997,Debit,4622145439666101,2023-01-16,2027-07-25
3443,1976,Credit,4968285406860816,2020-07-05,2027-06-07
